Date,Average,1 Year,2 Year,3 Year,5 Year
1/30/2000,8,6.9,7,7.1,7.5
2/1/2000,9.6,6.886,6.985,7.084,7.492
2/3/2000,9.371,6.873,6.971,7.069,7.484
2/5/2000,9.143,6.859,6.956,7.053,7.476
2/7/2000,8.914,6.845,6.941,7.037,7.469
2/10/2000,8.686,6.831,6.926,7.022,7.461
2/12/2000,8.457,6.818,6.912,7.006,7.453
2/14/2000,8.229,6.804,6.897,6.99,7.445
2/16/2000,8,6.79,6.882,6.975,7.437
2/19/2000,9.6,6.776,6.868,6.959,7.429
2/21/2000,12,6.763,6.853,6.943,7.422
2/23/2000,11.657,6.749,6.838,6.927,7.414
2/25/2000,11.314,6.735,6.824,6.912,7.406
2/27/2000,10.971,6.722,6.809,6.896,7.398
2/29/2000,10.629,6.708,6.794,6.88,7.39
3/2/2000,10.286,6.694,6.779,6.865,7.382
3/4/2000,9.943,6.68,6.765,6.849,7.375
3/6/2000,9.6,6.667,6.75,6.833,7.367
3/9/2000,12,6.653,6.735,6.818,7.359
3/14/2000,12,6.639,6.721,6.802,7.351
3/19/2000,11.857,6.625,6.706,6.786,7.343
3/24/2000,11.714,6.612,6.691,6.771,7.335
3/29/2000,11.571,6.598,6.676,6.755,7.327
4/3/2000,11.429,6.584,6.662,6.739,7.32
4/8/2000,11.286,6.571,6.647,6.724,7.312
4/13/2000,11.143,6.557,6.632,6.708,7.304
4/18/2000,11,6.543,6.618,6.692,7.296
4/23/2000,11,6.529,6.603,6.676,7.288
4/25/2000,11,6.516,6.588,6.661,7.28
4/27/2000,10.786,6.502,6.574,6.645,7.273
4/29/2000,10.571,6.488,6.559,6.629,7.265
5/1/2000,10.357,6.475,6.544,6.614,7.257
5/3/2000,10.143,6.461,6.529,6.598,7.249
5/5/2000,9.929,6.447,6.515,6.582,7.241
5/7/2000,9.714,6.433,6.5,6.567,7.233
5/9/2000,9.5,6.42,6.485,6.551,7.225
5/12/2000,9.5,6.406,6.471,6.535,7.218
5/14/2000,9.5,6.392,6.456,6.52,7.21
5/16/2000,9.464,6.378,6.441,6.504,7.202
5/19/2000,9.429,6.365,6.426,6.488,7.194
5/21/2000,9.393,6.351,6.412,6.473,7.186
5/23/2000,9.357,6.337,6.397,6.457,7.178
5/26/2000,9.321,6.324,6.382,6.441,7.171
5/28/2000,9.286,6.31,6.368,6.425,7.163
5/30/2000,9.25,6.296,6.353,6.41,7.155
6/2/2000,9.25,6.282,6.338,6.394,7.147
6/7/2000,9.25,6.269,6.324,6.378,7.139
6/13/2000,9.229,6.255,6.309,6.363,7.131
6/19/2000,9.207,6.241,6.294,6.347,7.124
6/24/2000,9.186,6.227,6.279,6.331,7.116
6/30/2000,9.164,6.214,6.265,6.316,7.108
7/6/2000,9.143,6.2,6.25,6.3,7.1
7/11/2000,9.121,6.186,6.235,6.284,7.092
7/17/2000,9.1,6.173,6.221,6.269,7.084
7/23/2000,9.1,6.159,6.206,6.253,7.076
7/25/2000,9.1,6.145,6.191,6.237,7.069
7/27/2000,9.086,6.131,6.176,6.222,7.061
7/29/2000,9.071,6.118,6.162,6.206,7.053
7/31/2000,9.057,6.104,6.147,6.19,7.045
8/3/2000,9.043,6.09,6.132,6.175,7.037
8/5/2000,9.029,6.076,6.118,6.159,7.029
8/7/2000,9.014,6.063,6.103,6.143,7.022
8/9/2000,9,6.049,6.088,6.127,7.014
8/12/2000,9,6.035,6.074,6.112,7.006
8/15/2000,9,6.022,6.059,6.096,6.998
8/18/2000,8.964,6.008,6.044,6.08,6.99
8/22/2000,8.929,5.994,6.029,6.065,6.982
8/25/2000,8.893,5.98,6.015,6.049,6.975
8/29/2000,8.857,5.967,6,6.033,6.967
9/1/2000,8.821,5.953,5.985,6.018,6.959
9/5/2000,8.786,5.939,5.971,6.002,6.951
9/8/2000,8.75,5.925,5.956,5.986,6.943
9/12/2000,8.75,5.912,5.941,5.971,6.935
9/17/2000,8.75,5.898,5.926,5.955,6.927
9/22/2000,8.679,5.884,5.912,5.939,6.92
9/28/2000,8.607,5.871,5.897,5.924,6.912
10/3/2000,8.536,5.857,5.882,5.908,6.904
10/9/2000,8.464,5.843,5.868,5.892,6.896
10/14/2000,8.393,5.829,5.853,5.876,6.888
10/20/2000,8.321,5.816,5.838,5.861,6.88
10/25/2000,8.25,5.802,5.824,5.845,6.873
10/31/2000,8.25,5.788,5.809,5.829,6.865
11/3/2000,8.25,5.775,5.794,5.814,6.857
11/6/2000,8.214,5.761,5.779,5.798,6.849
11/10/2000,8.179,5.747,5.765,5.782,6.841
11/13/2000,8.143,5.733,5.75,5.767,6.833
11/16/2000,8.107,5.72,5.735,5.751,6.825
11/20/2000,8.071,5.706,5.721,5.735,6.818
11/23/2000,8.036,5.692,5.706,5.72,6.81
11/26/2000,8,5.678,5.691,5.704,6.802
11/30/2000,8,5.665,5.676,5.688,6.794
12/2/2000,8,5.651,5.662,5.673,6.786
12/4/2000,8,5.637,5.647,5.657,6.778
12/6/2000,8,5.624,5.632,5.641,6.771
12/8/2000,8,5.61,5.618,5.625,6.763
12/11/2000,8,5.596,5.603,5.61,6.755
12/13/2000,8,5.582,5.588,5.594,6.747
12/15/2000,8,5.569,5.574,5.578,6.739
12/17/2000,8,5.555,5.559,5.563,6.731
12/20/2000,8,5.541,5.544,5.547,6.724
12/24/2000,8,5.527,5.529,5.531,6.716
12/29/2000,8,5.514,5.515,5.516,6.708
1/2/2001,8,5.5,5.5,5.5,6.7
1/7/2001,8,5.5,5.5,5.5,6.7
1/11/2001,8,5.5,5.5,5.5,6.7
1/16/2001,8,5.5,5.5,5.5,6.7
1/20/2001,8,5.5,5.5,5.5,6.7
1/25/2001,8,5.5,5.5,5.5,6.7
1/30/2001,8,5.5,5.5,5.5,6.7
2/1/2001,8,5.5,5.5,5.5,6.7
2/3/2001,7.929,5.5,5.5,5.5,6.7
2/5/2001,7.857,5.5,5.5,5.5,6.7
2/7/2001,7.786,5.5,5.5,5.5,6.7
2/10/2001,7.714,5.5,5.5,5.5,6.7
2/12/2001,7.643,5.5,5.5,5.5,6.7
2/14/2001,7.571,5.5,5.5,5.5,6.7
2/16/2001,7.5,5.5,5.5,5.5,6.7
2/19/2001,7.5,5.5,5.5,5.5,6.7
2/21/2001,7.5,5.5,5.5,5.5,6.7
2/23/2001,7.429,5.5,5.5,5.5,6.7
2/25/2001,7.357,5.5,5.5,5.5,6.7
2/27/2001,7.286,5.5,5.5,5.5,6.7
3/1/2001,7.214,5.5,5.5,5.5,6.7
3/3/2001,7.143,5.5,5.5,5.5,6.7
3/5/2001,7.071,5.5,5.5,5.5,6.7
3/7/2001,7,5.5,5.5,5.5,6.7
3/9/2001,7,5.5,5.5,5.5,6.7
3/14/2001,7,5.5,5.5,5.5,6.7
3/19/2001,6.964,5.5,5.5,5.5,6.7
3/24/2001,6.929,5.5,5.5,5.5,6.7
3/29/2001,6.893,5.5,5.5,5.5,6.7
4/3/2001,6.857,5.5,5.5,5.5,6.7
4/8/2001,6.821,5.5,5.5,5.5,6.7
4/13/2001,6.786,5.5,5.5,5.5,6.7
4/18/2001,6.75,5.5,5.5,5.5,6.7
4/23/2001,6.75,5.5,5.5,5.5,6.7
4/25/2001,6.75,5.5,5.5,5.5,6.7
4/27/2001,6.75,5.5,5.5,5.5,6.7
4/29/2001,6.75,5.5,5.5,5.5,6.7
5/1/2001,6.75,5.5,5.5,5.5,6.7
5/3/2001,6.75,5.5,5.5,5.5,6.7
5/5/2001,6.75,5.5,5.5,5.5,6.7
5/7/2001,6.75,5.5,5.5,5.5,6.7
5/9/2001,6.75,5.5,5.5,5.5,6.7
5/12/2001,6.75,5.5,5.5,5.5,6.7
5/14/2001,6.75,5.5,5.5,5.5,6.7
5/16/2001,6.714,5.5,5.5,5.5,6.7
5/19/2001,6.679,5.5,5.5,5.5,6.7
5/21/2001,6.643,5.5,5.5,5.5,6.7
5/23/2001,6.607,5.5,5.5,5.5,6.7
5/26/2001,6.571,5.5,5.5,5.5,6.7
5/28/2001,6.536,5.5,5.5,5.5,6.7
5/30/2001,6.5,5.5,5.5,5.5,6.7
6/2/2001,6.5,5.5,5.5,5.5,6.7
6/7/2001,6.5,5.5,5.5,5.5,6.7
6/13/2001,6.5,5.5,5.5,5.5,6.7
6/19/2001,6.5,5.5,5.5,5.5,6.7
6/24/2001,6.5,5.5,5.5,5.5,6.7
6/30/2001,6.5,5.5,5.5,5.5,6.7
7/6/2001,6.5,5.5,5.5,5.5,6.7
7/11/2001,6.5,5.5,5.5,5.5,6.7
7/17/2001,6.5,5.5,5.5,5.5,6.7
7/23/2001,6.5,5.5,5.5,5.5,6.7
7/25/2001,6.5,5.5,5.5,5.5,6.7
7/27/2001,6.5,5.5,5.5,5.5,6.7
7/29/2001,6.5,5.5,5.5,5.5,6.7
7/31/2001,6.5,5.5,5.5,5.5,6.7
8/3/2001,6.5,5.5,5.5,5.5,6.7
8/5/2001,6.5,5.5,5.5,5.5,6.7
8/7/2001,6.5,5.5,5.5,5.5,6.7
8/9/2001,6.5,5.5,5.5,5.5,6.7
8/12/2001,6.5,5.5,5.5,5.5,6.7
8/15/2001,6.5,5.5,5.5,5.5,6.7
8/18/2001,6.5,5.5,5.5,5.5,6.7
8/22/2001,6.5,5.5,5.5,5.5,6.7
8/25/2001,6.5,5.5,5.5,5.5,6.7
8/29/2001,6.5,5.5,5.5,5.5,6.7
9/1/2001,6.5,5.5,5.5,5.5,6.7
9/5/2001,6.5,5.5,5.5,5.5,6.7
9/8/2001,6.5,5.5,5.5,5.5,6.7
9/12/2001,6.5,5.5,5.5,5.5,6.7
9/17/2001,6.5,5.5,5.5,5.5,6.7
9/22/2001,6.5,5.5,5.5,5.5,6.7
9/28/2001,6.5,5.5,5.5,5.5,6.7
10/3/2001,6.5,5.5,5.5,5.5,6.7
10/9/2001,6.5,5.5,5.5,5.5,6.7
10/14/2001,6.5,5.5,5.5,5.5,6.7
10/20/2001,6.5,5.5,5.5,5.5,6.7
10/25/2001,6.5,5.5,5.5,5.5,6.7
10/31/2001,6.5,5.5,5.5,5.5,6.7
11/3/2001,6.5,5.5,5.5,5.5,6.7
11/6/2001,6.5,5.5,5.5,5.5,6.7
11/10/2001,6.5,5.5,5.5,5.5,6.7
11/13/2001,6.5,5.5,5.5,5.5,6.7
11/16/2001,6.5,5.5,5.5,5.5,6.7
11/20/2001,6.5,5.5,5.5,5.5,6.7
11/23/2001,6.5,5.5,5.5,5.5,6.7
11/26/2001,6.5,5.5,5.5,5.5,6.7
11/30/2001,6.5,5.5,5.5,5.5,6.7
12/2/2001,6.5,5.5,5.5,5.5,6.7
12/4/2001,6.5,5.5,5.5,5.5,6.7
12/6/2001,6.5,5.5,5.5,5.5,6.7
12/8/2001,6.5,5.5,5.5,5.5,6.7
12/11/2001,6.5,5.5,5.5,5.5,6.7
12/13/2001,6.5,5.5,5.5,5.5,6.7
12/15/2001,6.5,5.5,5.5,5.5,6.7
12/17/2001,6.5,5.5,5.5,5.5,6.7
12/20/2001,6.5,5.5,5.5,5.5,6.7
12/24/2001,6.5,5.5,5.5,5.5,6.7
12/29/2001,6.5,5.5,5.5,5.5,6.7
1/2/2002,6.5,5.5,5.5,5.5,6.7
1/7/2002,6.5,5.503,5.503,5.504,6.701
1/11/2002,6.5,5.505,5.507,5.508,6.701
1/16/2002,6.5,5.508,5.51,5.512,6.702
1/20/2002,6.5,5.51,5.514,5.516,6.703
1/25/2002,6.5,5.513,5.517,5.52,6.703
1/30/2002,6.5,5.515,5.521,5.524,6.704
2/1/2002,6.5,5.518,5.524,5.528,6.705
2/3/2002,6.5,5.52,5.528,5.531,6.706
2/5/2002,6.5,5.523,5.531,5.535,6.706
2/7/2002,6.5,5.525,5.535,5.539,6.707
2/10/2002,6.5,5.528,5.538,5.543,6.708
2/12/2002,6.5,5.531,5.542,5.547,6.708
2/14/2002,6.5,5.533,5.545,5.551,6.709
2/16/2002,6.5,5.536,5.549,5.555,6.71
2/19/2002,6.5,5.538,5.552,5.559,6.71
2/21/2002,6.5,5.541,5.556,5.563,6.711
2/23/2002,6.429,5.543,5.559,5.567,6.712
2/25/2002,6.357,5.546,5.562,5.571,6.712
2/27/2002,6.286,5.548,5.566,5.575,6.713
3/1/2002,6.214,5.551,5.569,5.579,6.714
3/3/2002,6.143,5.553,5.573,5.583,6.715
3/5/2002,6.071,5.556,5.576,5.587,6.715
3/7/2002,6,5.559,5.58,5.591,6.716
3/9/2002,6,5.561,5.583,5.594,6.717
3/14/2002,6,5.564,5.587,5.598,6.717
3/19/2002,6,5.566,5.59,5.602,6.718
3/24/2002,6,5.569,5.594,5.606,6.719
3/29/2002,6,5.571,5.597,5.61,6.719
4/3/2002,6,5.574,5.601,5.614,6.72
4/8/2002,6,5.576,5.604,5.618,6.721
4/13/2002,6,5.579,5.608,5.622,6.722
4/18/2002,6,5.581,5.611,5.626,6.722
4/23/2002,6,5.584,5.615,5.63,6.723
4/25/2002,6,5.587,5.618,5.634,6.724
4/27/2002,6,5.589,5.622,5.638,6.724
4/29/2002,6,5.592,5.625,5.642,6.725
5/1/2002,6,5.594,5.628,5.646,6.726
5/3/2002,6,5.597,5.632,5.65,6.726
5/5/2002,6,5.599,5.635,5.653,6.727
5/7/2002,6,5.602,5.639,5.657,6.728
5/9/2002,6,5.604,5.642,5.661,6.728
5/12/2002,6,5.607,5.646,5.665,6.729
5/14/2002,6,5.609,5.649,5.669,6.73
5/16/2002,5.964,5.612,5.653,5.673,6.731
5/19/2002,5.929,5.615,5.656,5.677,6.731
5/21/2002,5.893,5.617,5.66,5.681,6.732
5/23/2002,5.857,5.62,5.663,5.685,6.733
5/26/2002,5.821,5.622,5.667,5.689,6.733
5/28/2002,5.786,5.625,5.67,5.693,6.734
5/30/2002,5.75,5.627,5.674,5.697,6.735
6/2/2002,5.75,5.63,5.677,5.701,6.735
6/7/2002,5.75,5.632,5.681,5.705,6.736
6/13/2002,5.75,5.635,5.684,5.709,6.737
6/19/2002,5.75,5.638,5.688,5.712,6.738
6/24/2002,5.75,5.64,5.691,5.716,6.738
6/30/2002,5.75,5.643,5.694,5.72,6.739
7/6/2002,5.75,5.645,5.698,5.724,6.74
7/11/2002,5.75,5.648,5.701,5.728,6.74
7/17/2002,5.75,5.65,5.705,5.732,6.741
7/23/2002,5.75,5.653,5.708,5.736,6.742
7/25/2002,5.75,5.655,5.712,5.74,6.742
7/27/2002,5.75,5.658,5.715,5.744,6.743
7/29/2002,5.75,5.66,5.719,5.748,6.744
7/31/2002,5.75,5.663,5.722,5.752,6.744
8/3/2002,5.75,5.666,5.726,5.756,6.745
8/5/2002,5.75,5.668,5.729,5.76,6.746
8/7/2002,5.75,5.671,5.733,5.764,6.747
8/9/2002,5.75,5.673,5.736,5.768,6.747
8/12/2002,5.75,5.676,5.74,5.772,6.748
8/15/2002,5.75,5.678,5.743,5.775,6.749
8/18/2002,5.75,5.681,5.747,5.779,6.749
8/22/2002,5.75,5.683,5.75,5.783,6.75
8/25/2002,5.75,5.686,5.753,5.787,6.751
8/29/2002,5.75,5.688,5.757,5.791,6.751
9/1/2002,5.75,5.691,5.76,5.795,6.752
9/5/2002,5.75,5.694,5.764,5.799,6.753
9/8/2002,5.75,5.696,5.767,5.803,6.753
9/12/2002,5.75,5.699,5.771,5.807,6.754
9/17/2002,5.75,5.701,5.774,5.811,6.755
9/22/2002,5.75,5.704,5.778,5.815,6.756
9/28/2002,5.75,5.706,5.781,5.819,6.756
10/3/2002,5.75,5.709,5.785,5.823,6.757
10/9/2002,5.75,5.711,5.788,5.827,6.758
10/14/2002,5.75,5.714,5.792,5.831,6.758
10/20/2002,5.75,5.716,5.795,5.834,6.759
10/25/2002,5.75,5.719,5.799,5.838,6.76
10/31/2002,5.75,5.722,5.802,5.842,6.76
11/3/2002,5.75,5.724,5.806,5.846,6.761
11/6/2002,5.714,5.727,5.809,5.85,6.762
11/10/2002,5.679,5.729,5.812,5.854,6.762
11/13/2002,5.643,5.732,5.816,5.858,6.763
11/16/2002,5.607,5.734,5.819,5.862,6.764
11/20/2002,5.571,5.737,5.823,5.866,6.765
11/23/2002,5.536,5.739,5.826,5.87,6.765
11/26/2002,5.5,5.742,5.83,5.874,6.766
11/30/2002,5.5,5.744,5.833,5.878,6.767
12/2/2002,5.5,5.747,5.837,5.882,6.767
12/4/2002,5.5,5.75,5.84,5.886,6.768
12/6/2002,5.5,5.752,5.844,5.89,6.769
12/8/2002,5.5,5.755,5.847,5.894,6.769
12/11/2002,5.5,5.757,5.851,5.897,6.77
12/13/2002,5.5,5.76,5.854,5.901,6.771
12/15/2002,5.5,5.762,5.858,5.905,6.772
12/17/2002,5.5,5.765,5.861,5.909,6.772
12/20/2002,5.5,5.767,5.865,5.913,6.773
12/24/2002,5.5,5.77,5.868,5.917,6.774
12/29/2002,5.5,5.772,5.872,5.921,6.774
1/2/2003,5.5,5.775,5.875,5.925,6.775
1/7/2003,5.5,5.779,5.881,5.934,6.782
1/11/2003,5.5,5.784,5.887,5.944,6.788
1/16/2003,5.5,5.788,5.892,5.953,6.795
1/20/2003,5.5,5.793,5.898,5.962,6.802
1/25/2003,5.5,5.797,5.904,5.971,6.809
1/30/2003,5.5,5.801,5.91,5.981,6.815
2/1/2003,5.5,5.806,5.916,5.99,6.822
2/3/2003,5.5,5.81,5.921,5.999,6.829
2/5/2003,5.5,5.815,5.927,6.008,6.835
2/7/2003,5.5,5.819,5.933,6.018,6.842
2/10/2003,5.5,5.823,5.939,6.027,6.849
2/12/2003,5.5,5.828,5.944,6.036,6.856
2/14/2003,5.5,5.832,5.95,6.045,6.862
2/16/2003,5.5,5.837,5.956,6.055,6.869
2/19/2003,5.5,5.841,5.962,6.064,6.876
2/21/2003,5.5,5.845,5.968,6.073,6.882
2/23/2003,5.429,5.85,5.973,6.082,6.889
2/25/2003,5.357,5.854,5.979,6.092,6.896
2/27/2003,5.286,5.859,5.985,6.101,6.903
3/1/2003,5.214,5.863,5.991,6.11,6.909
3/3/2003,5.143,5.867,5.997,6.119,6.916
3/5/2003,5.071,5.872,6.002,6.129,6.923
3/7/2003,5,5.876,6.008,6.138,6.929
3/9/2003,5,5.881,6.014,6.147,6.936
3/14/2003,5,5.885,6.02,6.156,6.943
3/19/2003,5,5.889,6.025,6.166,6.95
3/24/2003,5,5.894,6.031,6.175,6.956
3/29/2003,5,5.898,6.037,6.184,6.963
4/3/2003,5,5.903,6.043,6.194,6.97
4/8/2003,5,5.907,6.049,6.203,6.976
4/13/2003,5,5.911,6.054,6.212,6.983
4/18/2003,5,5.916,6.06,6.221,6.99
4/23/2003,5,5.92,6.066,6.231,6.997
4/25/2003,5,5.925,6.072,6.24,7.003
4/27/2003,5,5.929,6.078,6.249,7.01
4/29/2003,5,5.933,6.083,6.258,7.017
5/1/2003,5,5.938,6.089,6.268,7.023
5/3/2003,5,5.942,6.095,6.277,7.03
5/5/2003,5,5.947,6.101,6.286,7.037
5/7/2003,5,5.951,6.106,6.295,7.044
5/9/2003,5,5.955,6.112,6.305,7.05
5/12/2003,5,5.96,6.118,6.314,7.057
5/14/2003,5,5.964,6.124,6.323,7.064
5/16/2003,5,5.969,6.13,6.332,7.07
5/19/2003,5,5.973,6.135,6.342,7.077
5/21/2003,5,5.977,6.141,6.351,7.084
5/23/2003,5,5.982,6.147,6.36,7.091
5/26/2003,5,5.986,6.153,6.369,7.097
5/28/2003,5,5.991,6.159,6.379,7.104
5/30/2003,5,5.995,6.164,6.388,7.111
6/2/2003,5,5.999,6.17,6.397,7.117
6/7/2003,5,6.004,6.176,6.406,7.124
6/13/2003,5,6.008,6.182,6.416,7.131
6/19/2003,5,6.012,6.188,6.425,7.138
6/24/2003,5,6.017,6.193,6.434,7.144
6/30/2003,5,6.021,6.199,6.444,7.151
7/6/2003,5,6.026,6.205,6.453,7.158
7/11/2003,5,6.03,6.211,6.462,7.164
7/17/2003,5,6.034,6.216,6.471,7.171
7/23/2003,5,6.039,6.222,6.481,7.178
7/25/2003,5,6.043,6.228,6.49,7.184
7/27/2003,4.929,6.048,6.234,6.499,7.191
7/29/2003,4.857,6.052,6.24,6.508,7.198
7/31/2003,4.786,6.056,6.245,6.518,7.205
8/3/2003,4.714,6.061,6.251,6.527,7.211
8/5/2003,4.643,6.065,6.257,6.536,7.218
8/7/2003,4.571,6.07,6.263,6.545,7.225
8/9/2003,4.5,6.074,6.269,6.555,7.231
8/12/2003,4.5,6.078,6.274,6.564,7.238
8/15/2003,4.5,6.083,6.28,6.573,7.245
8/18/2003,4.5,6.087,6.286,6.582,7.252
8/22/2003,4.5,6.092,6.292,6.592,7.258
8/25/2003,4.5,6.096,6.297,6.601,7.265
8/29/2003,4.5,6.1,6.303,6.61,7.272
9/1/2003,4.5,6.105,6.309,6.619,7.278
9/5/2003,4.5,6.109,6.315,6.629,7.285
9/8/2003,4.5,6.114,6.321,6.638,7.292
9/12/2003,4.5,6.118,6.326,6.647,7.299
9/17/2003,4.5,6.122,6.332,6.656,7.305
9/22/2003,4.5,6.127,6.338,6.666,7.312
9/28/2003,4.5,6.131,6.344,6.675,7.319
10/3/2003,4.5,6.136,6.35,6.684,7.325
10/9/2003,4.5,6.14,6.355,6.694,7.332
10/14/2003,4.5,6.144,6.361,6.703,7.339
10/20/2003,4.5,6.149,6.367,6.712,7.346
10/25/2003,4.5,6.153,6.373,6.721,7.352
10/31/2003,4.5,6.158,6.378,6.731,7.359
11/3/2003,4.5,6.162,6.384,6.74,7.366
11/6/2003,4.5,6.166,6.39,6.749,7.372
11/10/2003,4.5,6.171,6.396,6.758,7.379
11/13/2003,4.5,6.175,6.402,6.768,7.386
11/16/2003,4.5,6.18,6.407,6.777,7.393
11/20/2003,4.5,6.184,6.413,6.786,7.399
11/23/2003,4.5,6.188,6.419,6.795,7.406
11/26/2003,4.5,6.193,6.425,6.805,7.413
11/30/2003,4.5,6.197,6.431,6.814,7.419
12/2/2003,4.5,6.202,6.436,6.823,7.426
12/4/2003,4.5,6.206,6.442,6.832,7.433
12/6/2003,4.5,6.21,6.448,6.842,7.44
12/8/2003,4.5,6.215,6.454,6.851,7.446
12/11/2003,4.5,6.219,6.459,6.86,7.453
12/13/2003,4.5,6.224,6.465,6.869,7.46
12/15/2003,4.5,6.228,6.471,6.879,7.466
12/17/2003,4.5,6.232,6.477,6.888,7.473
12/20/2003,4.5,6.237,6.483,6.897,7.48
12/24/2003,4.5,6.241,6.488,6.906,7.487
12/29/2003,4.5,6.246,6.494,6.916,7.493
1/2/2004,4.5,6.25,6.5,6.925,7.5
1/7/2004,4.5,6.25,6.5,6.926,7.5
1/11/2004,4.5,6.25,6.5,6.926,7.5
1/16/2004,4.5,6.25,6.5,6.927,7.5
1/20/2004,4.5,6.25,6.5,6.928,7.5
1/25/2004,4.5,6.25,6.5,6.928,7.5
1/30/2004,4.5,6.25,6.5,6.929,7.5
2/1/2004,4.5,6.25,6.5,6.93,7.5
2/3/2004,4.5,6.25,6.5,6.931,7.5
2/5/2004,4.5,6.25,6.5,6.931,7.5
2/7/2004,4.5,6.25,6.5,6.932,7.5
2/10/2004,4.5,6.25,6.5,6.933,7.5
2/12/2004,4.5,6.25,6.5,6.933,7.5
2/14/2004,4.5,6.25,6.5,6.934,7.5
2/16/2004,4.5,6.25,6.5,6.935,7.5
2/19/2004,4.5,6.25,6.5,6.935,7.5
2/21/2004,4.5,6.25,6.5,6.936,7.5
2/23/2004,4.5,6.25,6.5,6.937,7.5
2/25/2004,4.5,6.25,6.5,6.938,7.5
2/27/2004,4.5,6.25,6.5,6.938,7.5
2/29/2004,4.5,6.25,6.5,6.939,7.5
3/2/2004,4.5,6.25,6.5,6.94,7.5
3/4/2004,4.5,6.25,6.5,6.94,7.5
3/6/2004,4.5,6.25,6.5,6.941,7.5
3/9/2004,4.5,6.25,6.5,6.942,7.5
3/14/2004,4.5,6.25,6.5,6.942,7.5
3/19/2004,4.5,6.25,6.5,6.943,7.5
3/24/2004,4.5,6.25,6.5,6.944,7.5
3/29/2004,4.5,6.25,6.5,6.944,7.5
4/3/2004,4.5,6.25,6.5,6.945,7.5
4/8/2004,4.5,6.25,6.5,6.946,7.5
4/13/2004,4.5,6.25,6.5,6.947,7.5
4/18/2004,4.5,6.25,6.5,6.947,7.5
4/23/2004,4.5,6.25,6.5,6.948,7.5
4/25/2004,4.5,6.25,6.5,6.949,7.5
4/27/2004,4.5,6.25,6.5,6.949,7.5
4/29/2004,4.5,6.25,6.5,6.95,7.5
5/1/2004,4.5,6.25,6.5,6.951,7.5
5/3/2004,4.5,6.25,6.5,6.951,7.5
5/5/2004,4.5,6.25,6.5,6.952,7.5
5/7/2004,4.5,6.25,6.5,6.953,7.5
5/9/2004,4.5,6.25,6.5,6.953,7.5
5/12/2004,4.5,6.25,6.5,6.954,7.5
5/14/2004,4.5,6.25,6.5,6.955,7.5
5/16/2004,4.5,6.25,6.5,6.956,7.5
5/19/2004,4.5,6.25,6.5,6.956,7.5
5/21/2004,4.5,6.25,6.5,6.957,7.5
5/23/2004,4.5,6.25,6.5,6.958,7.5
5/26/2004,4.5,6.25,6.5,6.958,7.5
5/28/2004,4.5,6.25,6.5,6.959,7.5
5/30/2004,4.5,6.25,6.5,6.96,7.5
6/2/2004,4.5,6.25,6.5,6.96,7.5
6/7/2004,4.5,6.25,6.5,6.961,7.5
6/13/2004,4.5,6.25,6.5,6.962,7.5
6/19/2004,4.5,6.25,6.5,6.962,7.5
6/24/2004,4.5,6.25,6.5,6.963,7.5
6/30/2004,4.5,6.25,6.5,6.964,7.5
7/6/2004,4.5,6.25,6.5,6.965,7.5
7/11/2004,4.5,6.25,6.5,6.965,7.5
7/17/2004,4.5,6.25,6.5,6.966,7.5
7/23/2004,4.5,6.25,6.5,6.967,7.5
7/25/2004,4.5,6.25,6.5,6.967,7.5
7/27/2004,4.5,6.25,6.5,6.968,7.5
7/29/2004,4.5,6.25,6.5,6.969,7.5
7/31/2004,4.5,6.25,6.5,6.969,7.5
8/3/2004,4.5,6.25,6.5,6.97,7.5
8/5/2004,4.5,6.25,6.5,6.971,7.5
8/7/2004,4.5,6.25,6.5,6.972,7.5
8/9/2004,4.5,6.25,6.5,6.972,7.5
8/12/2004,4.5,6.25,6.5,6.973,7.5
8/15/2004,4.5,6.25,6.5,6.974,7.5
8/18/2004,4.5,6.25,6.5,6.974,7.5
8/22/2004,4.5,6.25,6.5,6.975,7.5
8/25/2004,4.5,6.25,6.5,6.976,7.5
8/29/2004,4.5,6.25,6.5,6.976,7.5
9/1/2004,4.5,6.25,6.5,6.977,7.5
9/5/2004,4.5,6.25,6.5,6.978,7.5
9/8/2004,4.5,6.25,6.5,6.978,7.5
9/12/2004,4.5,6.25,6.5,6.979,7.5
9/17/2004,4.75,6.25,6.5,6.98,7.5
9/22/2004,4.714,6.25,6.5,6.981,7.5
9/28/2004,4.679,6.25,6.5,6.981,7.5
10/3/2004,4.643,6.25,6.5,6.982,7.5
10/9/2004,4.607,6.25,6.5,6.983,7.5
10/14/2004,4.571,6.25,6.5,6.983,7.5
10/20/2004,4.536,6.25,6.5,6.984,7.5
10/25/2004,4.5,6.25,6.5,6.985,7.5
10/31/2004,4.75,6.25,6.5,6.985,7.5
11/3/2004,6,6.25,6.5,6.986,7.5
11/6/2004,5.821,6.25,6.5,6.987,7.5
11/10/2004,5.643,6.25,6.5,6.988,7.5
11/13/2004,5.464,6.25,6.5,6.988,7.5
11/16/2004,5.286,6.25,6.5,6.989,7.5
11/20/2004,5.107,6.25,6.5,6.99,7.5
11/23/2004,4.929,6.25,6.5,6.99,7.5
11/26/2004,4.75,6.25,6.5,6.991,7.5
11/30/2004,6,6.25,6.5,6.992,7.5
12/2/2004,6,6.25,6.5,6.992,7.5
12/4/2004,6,6.25,6.5,6.993,7.5
