Date,1 Year,2 Year,3 Year,5 Year
2020-01-23,7.728,8.011,8.306,8.5
2020-01-30,7.737,8.015,8.307,8.5
2020-02-06,7.746,8.019,8.309,8.5
2020-02-11,7.756,8.022,8.311,8.5
2020-02-17,7.765,8.026,8.313,8.5
2020-02-22,7.774,8.03,8.315,8.5
2020-02-28,7.783,8.033,8.317,8.5
2020-03-04,7.793,8.037,8.319,8.5
2020-03-10,7.802,8.041,8.32,8.5
2020-03-15,7.811,8.044,8.322,8.5
2020-03-21,7.82,8.048,8.324,8.5
2020-03-27,7.83,8.052,8.326,8.5
2020-04-02,7.839,8.056,8.328,8.5
2020-04-08,7.848,8.059,8.33,8.5
2020-04-14,7.857,8.063,8.331,8.5
2020-04-20,7.867,8.067,8.333,8.5
2020-04-27,7.876,8.07,8.335,8.5
2020-05-03,7.885,8.074,8.337,8.5
2020-05-09,7.894,8.078,8.339,8.5
2020-05-15,7.904,8.081,8.341,8.5
2020-05-22,7.913,8.085,8.343,8.5
2020-05-30,7.922,8.089,8.344,8.5
2020-06-07,7.931,8.093,8.346,8.5
2020-06-16,7.941,8.096,8.348,8.5
2020-06-24,7.95,8.1,8.35,8.5
2020-07-03,7.959,8.104,8.352,8.5
2020-07-11,7.969,8.107,8.354,8.5
2020-07-20,7.978,8.111,8.356,8.5
2020-07-28,7.987,8.115,8.357,8.5
2020-08-06,7.996,8.119,8.359,8.5
2020-08-13,8.006,8.122,8.361,8.5
2020-08-20,8.015,8.126,8.363,8.5
2020-08-27,8.024,8.13,8.365,8.5
2020-09-03,8.033,8.133,8.367,8.5
2020-09-10,8.043,8.137,8.369,8.5
2020-09-17,8.052,8.141,8.37,8.5
2020-09-24,8.061,8.144,8.372,8.5
2020-10-01,8.07,8.148,8.374,8.5
2020-10-09,8.08,8.152,8.376,8.5
2020-10-15,8.089,8.156,8.378,8.5
2020-10-21,8.098,8.159,8.38,8.5
2020-10-27,8.107,8.163,8.381,8.5
2020-11-02,8.117,8.167,8.383,8.5
2020-11-09,8.126,8.17,8.385,8.5
2020-11-15,8.135,8.174,8.387,8.5
2020-11-21,8.144,8.178,8.389,8.5
2020-11-27,8.154,8.181,8.391,8.5
2020-12-04,8.163,8.185,8.393,8.5
2020-12-11,8.172,8.189,8.394,8.5
2020-12-18,8.181,8.193,8.396,8.5
2020-12-25,8.191,8.196,8.398,8.5
2021-01-01,8.2,8.2,8.4,8.5
2021-01-08,8.2,8.202,8.4,8.5
2021-01-15,8.2,8.204,8.4,8.5
2021-01-22,8.2,8.206,8.4,8.5
2021-01-29,8.2,8.207,8.4,8.5
2021-02-05,8.2,8.209,8.4,8.5
2021-02-11,8.2,8.211,8.4,8.5
2021-02-18,8.2,8.213,8.4,8.5
2021-02-25,8.2,8.215,8.4,8.5
2021-03-04,8.2,8.217,8.4,8.5
2021-03-10,8.2,8.219,8.4,8.5
2021-03-17,8.2,8.22,8.4,8.5
2021-03-24,8.2,8.222,8.4,8.5
2021-03-31,8.2,8.224,8.4,8.5
2021-04-07,8.2,8.226,8.4,8.5
2021-04-13,8.2,8.228,8.4,8.5
2021-04-19,8.2,8.23,8.4,8.5
2021-04-26,8.2,8.231,8.4,8.5
2021-05-02,8.2,8.233,8.4,8.5
2021-05-09,8.2,8.235,8.4,8.5
2021-05-15,8.2,8.237,8.4,8.5
2021-05-22,8.2,8.239,8.4,8.5
2021-05-28,8.2,8.241,8.4,8.5
2021-06-04,8.2,8.243,8.4,8.5
2021-06-11,8.2,8.244,8.4,8.5
2021-06-18,8.2,8.246,8.4,8.5
2021-06-25,8.2,8.248,8.4,8.5
2021-07-02,8.2,8.25,8.4,8.5
2021-07-09,8.2,8.252,8.4,8.5
2021-07-16,8.2,8.254,8.4,8.5
2021-07-23,8.2,8.256,8.4,8.5
2021-07-30,8.2,8.257,8.4,8.5
2021-08-06,8.2,8.259,8.4,8.5
2021-08-13,8.2,8.261,8.4,8.5
2021-08-20,8.2,8.263,8.4,8.5
2021-08-27,8.2,8.265,8.4,8.5
2021-09-03,8.2,8.267,8.4,8.5
2021-09-10,8.2,8.269,8.4,8.5
2021-09-17,8.2,8.27,8.4,8.5
2021-09-24,8.2,8.272,8.4,8.5
2021-10-01,8.2,8.274,8.4,8.5
2021-10-08,8.2,8.276,8.4,8.5
2021-10-14,8.2,8.278,8.4,8.5
2021-10-21,8.2,8.28,8.4,8.5
2021-10-28,8.2,8.281,8.4,8.5
2021-11-04,8.2,8.283,8.4,8.5
2021-11-10,8.2,8.285,8.4,8.5
2021-11-17,8.2,8.287,8.4,8.5
2021-11-24,8.2,8.289,8.4,8.5
2021-12-01,8.2,8.291,8.4,8.5
2021-12-08,8.2,8.293,8.4,8.5
2021-12-15,8.2,8.294,8.4,8.5
2021-12-22,8.2,8.296,8.4,8.5
2021-12-29,8.2,8.298,8.4,8.5
2022-01-05,8.2,8.3,8.4,8.5
2022-01-12,8.203,8.302,8.4,8.5
2022-01-19,8.206,8.303,8.4,8.5
2022-01-26,8.21,8.305,8.4,8.5
2022-02-02,8.213,8.306,8.4,8.5
2022-02-10,8.216,8.308,8.4,8.5
2022-02-16,8.219,8.31,8.4,8.5
2022-02-22,8.222,8.311,8.4,8.5
2022-03-01,8.225,8.313,8.4,8.5
2022-03-07,8.229,8.314,8.4,8.5
2022-03-13,8.232,8.316,8.4,8.5
2022-03-20,8.235,8.317,8.4,8.5
2022-03-26,8.238,8.319,8.4,8.5
2022-04-01,8.241,8.321,8.4,8.5
2022-04-08,8.244,8.322,8.4,8.5
2022-04-10,8.248,8.324,8.4,8.5
2022-04-13,8.251,8.325,8.4,8.5
2022-04-16,8.254,8.327,8.4,8.5
2022-04-19,8.257,8.329,8.4,8.5
2022-04-22,8.26,8.33,8.4,8.5
2022-04-25,8.263,8.332,8.4,8.5
2022-04-28,8.267,8.333,8.4,8.5
2022-05-01,8.27,8.335,8.4,8.5
2022-05-04,8.273,8.337,8.4,8.5
2022-05-07,8.276,8.338,8.4,8.5
2022-05-11,8.279,8.34,8.4,8.5
2022-05-15,8.283,8.341,8.4,8.5
2022-05-19,8.286,8.343,8.4,8.5
2022-05-23,8.289,8.344,8.4,8.5
2022-05-27,8.292,8.346,8.4,8.5
2022-05-31,8.295,8.348,8.4,8.5
2022-06-04,8.298,8.349,8.4,8.5
2022-06-08,8.302,8.351,8.4,8.5
2022-06-14,8.305,8.352,8.4,8.5
2022-06-20,8.308,8.354,8.4,8.5
2022-06-27,8.311,8.356,8.4,8.5
2022-07-03,8.314,8.357,8.4,8.5
2022-07-10,8.317,8.359,8.4,8.5
2022-07-16,8.321,8.36,8.4,8.5
2022-07-23,8.324,8.362,8.4,8.5
2022-07-29,8.327,8.363,8.4,8.5
2022-08-05,8.33,8.365,8.4,8.5
2022-08-11,8.333,8.367,8.4,8.5
2022-08-17,8.337,8.368,8.4,8.5
2022-08-23,8.34,8.37,8.4,8.5
2022-08-29,8.343,8.371,8.4,8.5
2022-09-05,8.346,8.373,8.4,8.5
2022-09-11,8.349,8.375,8.4,8.5
2022-09-17,8.352,8.376,8.4,8.5
2022-09-23,8.356,8.378,8.4,8.5
2022-09-30,8.359,8.379,8.4,8.5
2022-10-07,8.362,8.381,8.4,8.5
2022-10-15,8.365,8.383,8.4,8.5
2022-10-22,8.368,8.384,8.4,8.5
2022-10-30,8.371,8.386,8.4,8.5
2022-11-06,8.375,8.387,8.4,8.5
2022-11-14,8.378,8.389,8.4,8.5
2022-11-21,8.381,8.39,8.4,8.5
2022-11-29,8.384,8.392,8.4,8.5
2022-12-07,8.387,8.394,8.4,8.5
2022-12-14,8.39,8.395,8.4,8.5
2022-12-21,8.394,8.397,8.4,8.5
2022-12-28,8.397,8.398,8.4,8.5
2023-01-04,8.4,8.4,8.4,8.5
2023-01-11,8.4,8.4,8.411,8.509
2023-01-18,8.4,8.4,8.422,8.519
2023-01-25,8.4,8.4,8.433,8.528
2023-02-01,8.4,8.4,8.444,8.537
2023-02-08,8.4,8.4,8.456,8.546
2023-02-14,8.4,8.4,8.467,8.556
2023-02-20,8.4,8.4,8.478,8.565
2023-02-27,8.4,8.4,8.489,8.574
2023-03-05,8.4,8.4,8.5,8.583
2023-03-11,8.4,8.4,8.511,8.593
2023-03-18,8.4,8.4,8.522,8.602
2023-03-24,8.4,8.4,8.533,8.611
2023-03-30,8.4,8.4,8.544,8.62
2023-04-06,8.4,8.4,8.556,8.63
2023-04-13,8.4,8.4,8.567,8.639
2023-04-20,8.4,8.4,8.578,8.648
2023-04-27,8.4,8.4,8.589,8.657
2023-05-04,8.4,8.4,8.6,8.667
2023-05-11,8.4,8.4,8.611,8.676
2023-05-18,8.4,8.4,8.622,8.685
2023-05-25,8.4,8.4,8.633,8.694
2023-06-01,8.4,8.4,8.644,8.704
2023-06-08,8.4,8.4,8.656,8.713
2023-06-15,8.4,8.4,8.667,8.722
2023-06-22,8.4,8.4,8.678,8.731
2023-06-29,8.4,8.4,8.689,8.741
2023-07-06,8.4,8.4,8.7,8.75
2023-07-13,8.4,8.4,8.711,8.759
2023-07-20,8.4,8.4,8.722,8.769
2023-07-27,8.4,8.4,8.733,8.778
2023-08-03,8.4,8.4,8.744,8.787
2023-08-10,8.4,8.4,8.756,8.796
2023-08-16,8.4,8.4,8.767,8.806
2023-08-22,8.4,8.4,8.778,8.815
2023-08-29,8.4,8.4,8.789,8.824
2023-09-04,8.4,8.4,8.8,8.833
2023-09-10,8.4,8.4,8.811,8.843
2023-09-17,8.4,8.4,8.822,8.852
2023-09-23,8.4,8.4,8.833,8.861
2023-09-29,8.4,8.4,8.844,8.87
2023-10-06,8.4,8.4,8.856,8.88
2023-10-13,8.4,8.4,8.867,8.889
2023-10-20,8.4,8.4,8.878,8.898
2023-10-27,8.4,8.4,8.889,8.907
2023-11-03,8.4,8.4,8.9,8.917
2023-11-10,8.4,8.4,8.911,8.926
2023-11-17,8.4,8.4,8.922,8.935
2023-11-24,8.4,8.4,8.933,8.944
2023-12-01,8.4,8.4,8.944,8.954
2023-12-08,8.4,8.4,8.956,8.963
2023-12-14,8.4,8.4,8.967,8.972
2023-12-21,8.4,8.4,8.978,8.981
2023-12-28,8.4,8.4,8.989,8.991
2024-01-04,8.4,8.4,9.0,9.0
2024-01-11,8.41,8.411,9.002,9.003
2024-01-18,8.42,8.422,9.003,9.007
2024-01-25,8.431,8.433,9.005,9.01
2024-02-01,8.441,8.444,9.007,9.014
2024-02-08,8.451,8.455,9.008,9.017
2024-02-14,8.461,8.466,9.01,9.02
2024-02-20,8.471,8.477,9.012,9.024
2024-02-27,8.481,8.488,9.014,9.027
2024-03-04,8.492,8.499,9.015,9.031
2024-03-10,8.502,8.51,9.017,9.034
2024-03-17,8.512,8.521,9.019,9.037
2024-03-23,8.522,8.532,9.02,9.041
2024-03-29,8.532,8.543,9.022,9.044
2024-04-05,8.542,8.554,9.024,9.047
2024-04-12,8.553,8.565,9.025,9.051
2024-04-19,8.563,8.576,9.027,9.054
2024-04-26,8.573,8.587,9.029,9.058
2024-05-03,8.583,8.598,9.031,9.061
2024-05-10,8.593,8.609,9.032,9.064
2024-05-17,8.603,8.62,9.034,9.068
2024-05-24,8.614,8.631,9.036,9.071
2024-05-31,8.624,8.642,9.037,9.075
2024-06-07,8.634,8.653,9.039,9.078
2024-06-13,8.644,8.664,9.041,9.081
2024-06-20,8.654,8.675,9.042,9.085
2024-06-27,8.664,8.686,9.044,9.088
2024-07-04,8.675,8.697,9.046,9.092
2024-07-11,8.685,8.708,9.047,9.095
2024-07-18,8.695,8.719,9.049,9.098
2024-07-25,8.705,8.731,9.051,9.102
2024-08-01,8.715,8.742,9.053,9.105
2024-08-08,8.725,8.753,9.054,9.108
2024-08-14,8.736,8.764,9.056,9.112
2024-08-21,8.746,8.775,9.058,9.115
2024-08-28,8.756,8.786,9.059,9.119
2024-09-04,8.766,8.797,9.061,9.122
2024-09-11,8.776,8.808,9.063,9.125
2024-09-18,8.786,8.819,9.064,9.129
2024-09-25,8.797,8.83,9.066,9.132
2024-10-02,8.807,8.841,9.068,9.136
2024-10-09,8.817,8.852,9.069,9.139
2024-10-15,8.827,8.863,9.071,9.142
2024-10-21,8.837,8.874,9.073,9.146
2024-10-28,8.847,8.885,9.075,9.149
2024-11-03,8.858,8.896,9.076,9.153
2024-11-10,8.868,8.907,9.078,9.156
2024-11-16,8.878,8.918,9.08,9.159
2024-11-23,8.888,8.929,9.081,9.163
2024-11-29,8.898,8.94,9.083,9.166
2024-12-06,8.908,8.951,9.085,9.169
2024-12-13,8.919,8.962,9.086,9.173
2024-12-20,8.929,8.973,9.088,9.176
2024-12-27,8.939,8.984,9.09,9.18
2025-01-03,8.949,8.995,9.092,9.183
2025-01-10,8.959,9.006,9.093,9.186
2025-01-17,8.969,9.017,9.095,9.19
2025-01-24,8.98,9.028,9.097,9.193
2025-01-31,8.99,9.039,9.098,9.197
2025-02-07,9.0,9.05,9.1,9.2
